Brand,Color_Group,Stars,Num_Ratings,Num_Reviews,RAM,Storage,Expandable,Processor_Brand,Display,Total_Cameras,Battery_Capacity,Price
realme,Grey,4.3,207284,11041,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Other processor,6.5,2,5000.0,8999
SAMSUNG,Brown,4.3,1196,86,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,6000.0,18532
REDMI,Blue,4.3,10760,1173,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,4,5000.0,24999
MOTOROLA,Black,4.0,1258,114,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,3,5000.0,8999
POCO,Green,4.3,1189,66,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.71,2,5000.0,8999
Infinix,Blue,4.2,25390,2528,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.7,3,5000.0,10999
Infinix,Black,4.2,25390,2528,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.7,3,5000.0,10999
Infinix,Blue,4.2,12607,1210,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.7,3,5000.0,12999
REDMI,Orange,4.2,840,43,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,1,6000.0,12190
SAMSUNG,Other,4.0,2861,246,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,1,5000.0,6999
Infinix,Other,4.1,20522,2534,8 GB RAM ,128 GB ROM,Expandable Upto 2 TB,Mediatek processor,6.7,4,5000.0,17199
Infinix,Black,4.1,20522,2534,8 GB RAM ,128 GB ROM,Expandable Upto 2 TB,Mediatek processor,6.7,4,5000.0,17199
POCO,Yellow,4.4,1868,230,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.67,4,5000.0,22999
realme,Black,4.3,5635,409,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,4,5000.0,16999
OPPO,Black,4.3,342,28,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.56,3,5000.0,17999
Infinix,Green,4.3,3865,310,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Other processor,6.6,2,5000.0,11499
Infinix,Black,4.2,16084,1745,6 GB RAM ,64 GB ROM,Expandable Upto 2 TB,Mediatek processor,6.7,3,5000.0,14099
POCO,Blue,4.3,137097,8673,3 GB RAM ,32 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.53,4,5000.0,7999
SAMSUNG,Brown,4.2,8048,643,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,6000.0,16565
APPLE,Black,4.6,185978,10886,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,48900
POCO,Blue,4.3,3275,248,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.58,4,5000.0,10999
Infinix,Black,4.1,1305,122,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.6,2,5000.0,13499
Realme,Green,4.3,87673,4705,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.5,2,5000.0,5549
vivo,Silver,4.3,14652,1094,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,3,5000.0,12965
vivo,Yellow,4.3,1207,78,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,3,5000.0,12499
MOTOROLA,Green,3.8,30286,3530,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,5,5000.0,10999
vivo,Black,4.3,1566,92,3 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,3,5000.0,10999
POCO,Blue,4.3,1675,108,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.58,4,5000.0,12599
OPPO,Black,4.3,25654,1849,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Qualcomm processor,6.43,4,5000.0,14990
REDMI,Black,4.2,526,47,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,1,5000.0,12128
Tecno,Silver,4.3,550,28,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.9,4,7000.0,11990
Tecno,Black,4.3,550,28,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.9,4,7000.0,10899
SAMSUNG,Other,4.0,2861,246,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,2,5000.0,6749
MOTOROLA,Green,4.1,8705,1175,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.55,4,4020.0,22999
REDMI,White,4.3,41006,2555,6 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.43,5,5000.0,11999
REDMI,Black,4.2,6907,403,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,9499
REDMI,Grey,4.2,6907,403,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,8828
MOTOROLA,Grey,4.1,4677,656,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.55,4,4020.0,24999
OPPO,Orange,4.3,342,28,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.56,3,5000.0,17999
MOTOROLA,Grey,4.1,8705,1175,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.55,4,4020.0,22999
OPPO,Yellow,4.5,10278,563,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Qualcomm processor,6.43,4,5000.0,15990
Infinix,Grey,4.2,4253,469,8 GB RAM ,256 GB ROM,Expandable Upto 2 TB,Mediatek processor,6.7,3,5000.0,14999
REDMI,Other,4.3,4484,474,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,4,5000.0,27999
REDMI,Black,4.3,10760,1173,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,4,5000.0,24999
realme,Blue,4.4,7785,571,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.6,4,5000.0,15499
POCO,Blue,4.3,41988,3602,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,3,5000.0,14999
OPPO,Black,4.4,63545,4702,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.56,3,5000.0,16999
realme,Black,4.3,4987,278,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.5,2,5000.0,8499
realme,Blue,4.3,4987,278,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.5,2,5000.0,8499
POCO,Yellow,4.3,1675,108,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.58,4,5000.0,12599
realme,White,4.3,1062,73,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,3,5000.0,16999
REDMI,Black,4.3,6165,721,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,4,4980.0,29999
SAMSUNG,Green,4.2,181,9,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Other processor,6.6,3,5000.0,16499
vivo,Black,4.2,1347,81,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,2,5000.0,7999
vivo,Blue,4.3,272,13,3 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,2,5000.0,8999
OPPO,Yellow,4.3,2963,324,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.7,4,4800.0,29999
realme,Blue,4.4,6845,544,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.72,3,5000.0,19999
Infinix,Black,4.3,3865,310,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Other processor,6.6,2,5000.0,11499
OPPO,Black,4.3,2963,324,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.7,4,4800.0,29999
Tecno,White,4.2,284,26,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.8,3,5000.0,13989
IQOO,Blue,4.2,958,67,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.44,1,5000.0,15990
Tecno,Black,4.2,284,26,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.8,3,5000.0,13895
Infinix,Blue,4.3,113057,8289,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.82,2,6000.0,8999
REDMI,Black,4.2,174,13,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,1,5000.0,20599
REDMI,Green,4.1,96,7,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,1,5000.0,17640
IQOO,Green,4.1,707,56,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.68,1,5000.0,15990
IQOO,Other,4.1,707,56,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.68,1,5000.0,16399
SAMSUNG,Blue,4.3,97,10,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,1,6000.0,15500
Redmi,Black,4.2,6291,456,3 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,7490
vivo,Green,4.3,760,48,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.55,3,5000.0,14499
REDMI,Black,4.2,2358,179,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,1,5000.0,15990
SAMSUNG,Green,4.2,508,39,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,3,5000.0,9149
REDMI,Other,4.3,10760,1173,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,4,5000.0,24999
SAMSUNG,Other,4.0,2861,246,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,1,5000.0,6768
Infinix,Blue,3.4,221,16,4 GB RAM ,64 GB ROM,Expandable Upto 128 GB,Other processor,6.5,2,5000.0,8499
itel,Blue,4.3,264,18,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,5849
itel,Black,4.3,264,18,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,5843
REDMI,Blue,4.3,4484,474,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,4,5000.0,27999
Micromax,Brown,4.2,3459,398,3 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.52,2,5000.0,5999
Infinix,Black,4.3,113057,8289,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.82,2,6000.0,8999
Infinix,Yellow,4.3,113057,8289,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.82,2,6000.0,8999
SAMSUNG,Other,4.6,439,82,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.1,4,3900.0,79999
REDMI,Blue,4.2,174,13,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,1,5000.0,20999
SAMSUNG,Black,4.2,181,9,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Other processor,6.6,3,5000.0,16499
vivo,Blue,4.7,78,6,12 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.78,4,4600.0,42999
vivo,Blue,4.6,353,60,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.78,4,4600.0,37999
vivo,Black,4.6,353,60,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.78,4,4600.0,37999
POCO,Yellow,4.3,154378,13840,6 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,4,5000.0,12999
APPLE,Other,4.7,18135,782,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,71999
MOTOROLA,Green,4.1,4677,656,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.55,4,4020.0,24999
realme,Grey,4.4,297117,14004,2 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,2,5000.0,7499
REDMI,Green,4.2,5167,342,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.53,3,5000.0,11499
REDMI,White,4.2,12900,888,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Helio processor,6.5,5,6000.0,14999
REDMI,Blue,4.2,6907,403,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,9500
OPPO,Blue,4.4,63545,4702,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.56,3,5000.0,25999
vivo,Green,4.3,736,44,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.55,3,5000.0,16499
vivo,Other,4.3,64691,5115,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.58,4,5000.0,15990
itel,Black,3.6,102,6,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,3020.0,4699
realme,Yellow,4.3,5635,409,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,4,5000.0,16999
REDMI,Black,4.2,1091,140,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5080.0,23490
REDMI,Black,4.3,4484,474,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,4,5000.0,27999
IQOO,Black,4.2,958,67,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.44,6,5000.0,16369
IQOO,Green,4.2,368,25,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.68,1,5000.0,14199
APPLE,Other,4.7,18135,782,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,81999
SAMSUNG,Silver,4.3,97,5,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,3,5000.0,22999
REDMI,Blue,4.2,2358,179,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,1,5000.0,15990
POCO,Yellow,4.4,2009,245,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.67,4,5000.0,24999
Infinix,Green,4.3,113016,8282,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.82,2,6000.0,8999
REDMI,Black,4.1,681,50,2 GB RAM ,32 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.52,2,5000.0,7499
Infinix,Green,4.3,30592,2093,2 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.6,2,5000.0,7499
Infinix,Black,4.3,30592,2093,2 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.6,2,5000.0,7499
realme,Blue,4.4,297095,14004,2 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,2,5000.0,7499
Redmi,Blue,4.2,6291,456,3 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,7365
vivo,Grey,4.3,272,13,3 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,2,5000.0,8999
MOTOROLA,White,4.2,11183,1342,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,5000.0,10999
MOTOROLA,Other,4.2,56533,6076,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.78,4,6000.0,16499
Infinix,Orange,4.1,190,29,8 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.78,4,5000.0,16999
vivo,Other,4.3,2007,152,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.44,4,4050.0,19990
SAMSUNG,Blue,4.2,508,39,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,2,5000.0,10278
realme,Other,4.4,11122,898,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.72,3,5000.0,18999
OPPO,Orange,4.4,2814,200,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,1,4500.0,20999
POCO,Black,4.3,12162,1734,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.67,4,4500.0,25999
MOTOROLA,Blue,3.8,30286,3530,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,5,5000.0,10999
POCO,Black,4.4,2043,250,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.67,4,5000.0,24999
realme,Other,4.4,11122,898,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.72,3,5000.0,18999
vivo,Yellow,4.3,149,14,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.38,4,4500.0,24999
vivo,Blue,4.3,149,14,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.38,4,4500.0,24999
Motorola,Blue,4.0,1365,226,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.417,4,4800.0,40999
Infinix,Black,4.0,357,68,8 GB RAM ,256 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.78,4,5000.0,19999
Tecno,Black,4.1,829,49,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.6,2,5000.0,9990
Infinix,Black,4.2,12607,1210,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.7,3,5000.0,12999
vivo,Blue,4.4,1582,108,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.58,4,5000.0,15499
SAMSUNG,Orange,4.3,97,5,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,3,5000.0,22999
vivo,Black,4.3,64691,5115,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.58,4,5000.0,15990
oppo,Yellow,4.5,1242,32,3 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Other processor,6.56,2,5000.0,9699
REDMI,Blue,4.1,682,50,2 GB RAM ,32 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.52,2,5000.0,7499
REDMI,Green,4.2,31846,2431,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.56,4,5000.0,14999
IQOO,Other,4.4,1063,130,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.62,6,4700.0,29999
APPLE,Other,4.7,193738,10619,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,79900
itel,Blue,4.2,612,34,2 GB RAM ,32 GB ROM,Expandable Upto 128 GB,Other processor,6.6,2,4000.0,5699
itel,Other,4.2,612,34,2 GB RAM ,32 GB ROM,Expandable Upto 128 GB,Other processor,6.6,2,4000.0,5699
APPLE,Other,4.7,4616,346,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,3,5000.0,89999
SAMSUNG,Blue,4.2,2645,169,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,6000.0,10888
Infinix,Other,4.3,30592,2093,2 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.6,2,5000.0,7499
OPPO,Blue,4.3,38,3,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.56,1,5000.0,19190
Infinix,Other,4.3,30592,2093,2 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.6,2,5000.0,7499
Micromax,Blue,3.9,22380,3409,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Other processor,6.52,3,5000.0,6999
APPLE,Other,4.7,18135,782,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,81999
REDMI,Silver,4.2,272,18,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.58,1,5000.0,17999
itel,Black,4.1,531,54,3 GB RAM ,64 GB ROM,Expandable Upto 128 GB,Unisoc processor,6.6,2,5000.0,6799
REDMI,Black,4.2,9882,681,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,9200
REDMI,White,4.2,1141,101,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,1,5000.0,17190
SAMSUNG,Blue,4.4,19,2,3 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,3,5000.0,9999
Tecno,Black,4.3,147,14,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.8,1,5000.0,9750
realme,Black,3.9,281,17,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,11978
realme,Green,4.3,14546,1168,8 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Qualcomm processor,6.6,4,5000.0,20999
REDMI,Black,4.2,5167,342,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.53,3,5000.0,11499
REDMI,Blue,4.3,1060,89,6 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,1,5000.0,12740
REDMI,Blue,4.3,6165,721,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,4,4980.0,29999
SAMSUNG,Other,4.4,37534,3687,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,4,4500.0,34999
vivo,Yellow,4.4,2601,182,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.58,4,5000.0,16650
Infinix,Yellow,4.2,1761,250,8 GB RAM ,128 GB ROM,Expandable Upto 2 TB,Mediatek processor,6.7,4,4500.0,16999
vivo,Silver,4.3,2168,165,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,3,5000.0,13499
SAMSUNG,Black,4.6,439,82,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.1,4,3900.0,79999
APPLE,Other,4.6,187339,12755,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Other processor,6.1,3,5000.0,53999
OPPO,Yellow,4.1,410,29,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,5,4500.0,24680
SAMSUNG,Red,3.9,271,21,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.6,3,5000.0,18999
realme,Green,4.5,122536,4895,2 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Other processor,6.5,2,5000.0,7142
SAMSUNG,Green,3.9,271,21,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.6,3,5000.0,18999
REDMI,Grey,4.3,6616,441,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.53,5,5020.0,14999
Infinix,Black,4.2,7942,994,8 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.7,3,5000.0,13999
Infinix,Blue,4.2,7942,994,8 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.7,3,5000.0,13999
MOTOROLA,Other,4.2,134019,13545,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.78,4,6000.0,15999
OPPO,Blue,4.3,854,69,4 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.51,4,5000.0,13999
MOTOROLA,White,4.2,7515,954,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,5000.0,19999
APPLE,Other,4.7,18135,782,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,81999
realme,Silver,4.4,62550,2962,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.52,4,5000.0,9999
itel,Blue,3.6,102,6,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,3020.0,4699
POCO,Black,4.3,3286,248,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.58,4,5000.0,10999
REDMI,Blue,4.2,12900,888,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Helio processor,6.5,5,6000.0,14999
REDMI,Black,4.2,12900,888,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Helio processor,6.5,5,6000.0,14999
SAMSUNG,Green,4.2,2645,169,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,6000.0,11129
POCO,Yellow,4.3,3286,248,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.58,4,5000.0,10999
OPPO,Yellow,4.4,2283,110,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.56,3,5000.0,13999
itel,Blue,4.2,612,34,2 GB RAM ,32 GB ROM,Expandable Upto 128 GB,Other processor,6.6,2,4000.0,5699
REDMI,Black,4.3,577732,33897,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.53,2,5000.0,7499
APPLE,Blue,4.7,18135,782,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,81999
OnePlus,Black,4.4,128,12,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,1,5000.0,33999
APPLE,Other,4.7,193738,10619,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,79900
realme,White,4.5,39024,2211,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,4,5000.0,15999
realme,White,4.4,48745,3155,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,4,5000.0,17499
realme,Black,4.5,39024,2211,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,4,5000.0,15999
realme,Black,4.5,39024,2211,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,4,5000.0,15999
REDMI,White,4.3,6165,721,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,4,4980.0,29999
SAMSUNG,Green,4.1,762,49,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Exynos processor,6.6,5,5000.0,15999
realme,Black,4.4,147456,7085,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,4,5000.0,10499
realme,Blue,4.4,71775,3909,3 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,4,5000.0,9499
realme,Black,4.4,71775,3909,3 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,4,5000.0,9499
SAMSUNG,Other,4.4,36,10,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,4700.0,94999
REDMI,White,4.2,7483,688,8 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.43,5,5000.0,16499
