Brand,Color_Group,Stars,Num_Ratings,Num_Reviews,RAM,Storage,Expandable,Processor_Brand,Display,Total_Cameras,Battery_Capacity,Price
vivo,Blue,4.5,757,146,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.78,4,4500.0,54999
POCO,Black,4.3,63515,4903,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,4,5000.0,15999
itel,Blue,3.1,9,1,3 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,7100
APPLE,Other,4.7,193738,10619,4 GB RAM ,512 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,99900
Infinix,Grey,4.2,7608,999,8 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.95,4,5000.0,15999
Infinix,Green,4.2,7608,999,8 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.95,4,5000.0,15999
APPLE,Red,4.6,187339,12755,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.1,3,5000.0,57999
realme,Black,4.4,70123,4883,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.6,4,5000.0,15999
Infinix,Black,4.3,49517,5270,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.78,3,5000.0,10999
SAMSUNG,Other,4.1,339,20,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Exynos processor,6.6,5,5000.0,16999
vivo,Blue,4.2,1174,84,3 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,3,5000.0,9499
Infinix,Black,4.2,10863,1258,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.7,3,5000.0,14499
realme,Green,4.4,62550,2962,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.52,4,5000.0,9999
SAMSUNG,Other,4.2,855,94,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Exynos processor,6.4,5,5000.0,27499
Mi,Other,4.2,6029,612,8 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Qualcomm processor,6.55,4,4250.0,20990
SAMSUNG,Blue,4.3,103077,9884,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,5,6000.0,11499
APPLE,Black,4.6,187339,12755,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Other processor,6.1,3,5000.0,66999
realme,Black,4.5,26545,1576,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,5000.0,15999
SAMSUNG,Blue,4.3,298398,23481,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Exynos processor,6.515,5,6000.0,10499
REDMI,Blue,4.2,1213,88,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,1,5000.0,21999
realme,Black,4.3,50,2,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,16999
realme,Blue,4.3,50,2,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,16799
Redmi,Black,4.2,787,54,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,1,5000.0,16990
REDMI,White,4.3,531,36,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,1,5018.0,14989
POCO,Black,4.3,4712,760,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,4,5065.0,32999
REDMI,Black,4.3,3113,258,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,19100
SAMSUNG,Other,4.4,19,2,3 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,3,5000.0,9999
realme,Black,4.3,61695,6569,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.43,4,4300.0,29999
POCO,Yellow,4.2,53648,4504,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,4,5000.0,17999
Tecno,Blue,4.2,441,33,3 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Helio processor,6.52,2,6000.0,7399
MOTOROLA,Yellow,4.3,2744,473,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.55,4,4400.0,39999
POCO,Green,4.4,350863,33195,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Qualcomm processor,6.67,5,5000.0,19999
POCO,Blue,4.3,56178,5260,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.67,5,5160.0,25999
OPPO,Black,4.3,854,69,4 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.51,4,5000.0,13999
SAMSUNG,Blue,4.1,762,49,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Exynos processor,6.6,5,5000.0,14999
realme,Blue,4.3,21,3,12 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,4,4500.0,42999
realme,Orange,4.4,61051,6544,6 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Snapdragon processor,6.6,6,4300.0,17999
Redmi,White,4.2,2957,265,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,1,5000.0,21995
APPLE,Black,4.6,187339,12755,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.1,3,5000.0,57999
Mi,Silver,4.0,450,34,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.67,4,4520.0,29999
SAMSUNG,Other,4.0,160,16,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,1,4500.0,30990
SAMSUNG,Black,4.1,762,49,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Exynos processor,6.6,5,5000.0,15499
Infinix,Black,4.3,49517,5270,4 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.78,3,5000.0,11999
Infinix,Green,4.3,49517,5270,4 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.78,3,5000.0,11999
Infinix,Silver,4.3,49517,5270,4 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.78,3,5000.0,11999
POCO,Blue,4.3,398908,26497,3 GB RAM ,32 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.53,4,5000.0,9999
SAMSUNG,Blue,4.3,298398,23481,4 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Exynos processor,6.515,5,6000.0,11499
vivo,Blue,4.3,736,44,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.55,3,5000.0,16399
POCO,Blue,4.3,67040,4600,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.53,5,5000.0,11999
realme,Blue,4.4,147456,7085,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,4,5000.0,10499
Infinix,Other,4.3,11853,847,3 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.82,2,5000.0,8299
realme,Silver,4.3,76575,6059,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,4,5000.0,15499
SAMSUNG,Other,4.2,1432,189,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.7,5,5000.0,48990
APPLE,Red,4.6,185978,10886,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,47999
OPPO,Blue,4.4,75179,4519,3 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.22,3,4230.0,9990
SAMSUNG,Green,4.1,762,49,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Exynos processor,6.6,5,5000.0,14999
SAMSUNG,Black,4.4,38,10,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,4700.0,94999
Infinix,Blue,4.3,66429,4303,2 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.1,2,5000.0,6499
POCO,Blue,4.5,271215,28994,6 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Qualcomm processor,6.67,6,4500.0,17999
MOTOROLA,Black,4.3,319,74,12 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.67,4,4610.0,59999
IQOO,Black,4.2,719,51,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.58,1,5000.0,17489
SAMSUNG,Black,4.5,2427,270,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,4500.0,59999
Infinix,Blue,3.0,1760,132,3 GB RAM ,16 GB ROM,Expandable Upto 1 TB,Mediatek processor,5.45,2,3000.0,4699
SAMSUNG,Blue,4.3,19,2,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,3,5000.0,11499
Infinix,Green,4.2,17231,1402,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.7,3,5000.0,9999
APPLE,Other,4.7,4616,346,4 GB RAM ,512 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,3,5000.0,109999
REDMI,Green,4.3,4641,230,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.52,1,5000.0,6599
